# EnglishWordsRaw.txt — English word list, rebuilt 2026-08 from license-clean sources.
# Counts: hermitdave/FrequencyWords OpenSubtitles-2018 en_full (CC BY-SA 4.0),
# count >= 80, scaled so top ~1.2M. Inventory filter: English Wiktionary via
# Kaikki wiktextract (CC BY-SA 4.0) membership — drops subtitle OCR junk and typos.
# POS + CaseType: spaCy (MIT) Penn tags + MID-SENTENCE case shares over a 3M-sentence
# English Wikipedia sample (CC BY-SA 4.0, 2026-08 dump); register correction and the
# >=5%-representation guard mirror tools/case-seeds (see README there). CaseType from
# title share s_eff: <0.10 LO, <0.50 LF, <0.90 TF, >=0.90 TO; ALL-CAPS>=60% AC;
# mixed>=50% OC (surface from Wiktionary). Curated rows (abbreviations, extensions,
# contractions, I-forms) carried over from the previous hand-revised list.
# Fields: word;rawFreq;CASETYPE,POS1[,POS2[,POS3]]
escalators;7;LO,NNS
mab;7;LO,NNP
lippy;7;LO,NNP
kaminsky;7;LO,NNP
goi;7;LO,NNP
manhandled;7;LO,VBN,VBD
parsnip;7;LO,NNP,NN
thermometers;7;LO,NNS
harbours;7;LF,NNS,VBZ
Hidalgo;7;TO,NNP
rhib;7;LO,NN,NNP
puritanical;7;LO,JJ
brumby;7;LO,NNP
vlog;7;LO,NN,NNP
suffocates;7;LO,VBZ
dandridge;7;LO,NNP
angiogram;7;LO,NN
strapless;7;LO,NN
XL;7;AC,NNP
ICC;7;AC,NNP
zosia;7;LO,NNP
defrauded;7;LO,VBN,VBD
thompkins;7;LO,NNP,NNS
neighbourhoods;7;LO,NNS
wobbles;7;LO,VBZ
crisscross;7;LO,VBP,VB
ner;7;LO,NNP
phelan;7;LO,NNP
legacies;7;LO,NNS,NNP
a-game;7;LO,NN
rosaria;7;LO,NNP
pixy;7;LO,NNP
duque;7;LO,NNP
wog;7;LO,NNP,NN
luminol;7;LO,NN
tics;7;LO,NNS
racehorses;7;LO,NNS
arlena;7;LO,NNP
overshot;7;LO,JJ,NN,VBP
herders;7;LO,NNS
minuscule;7;LO,JJ,NNP
deviants;7;LO,NNS,NNPS
disheveled;7;LO,JJ,VBN,VBD
eradication;7;LF,NN,NNP
golding;7;LO,NNP
Vere;7;TO,NNP
yasha;7;LO,NNP
tumbles;7;LO,VBZ,NNS
swarthy;7;LO,JJ
gorgonzola;7;LO,NNP
aiyo;7;LO,UH
barreling;7;LO,VBG,NN
keeled;7;LO,VBN
dribbles;7;LO,NNS
climatic;7;LO,JJ
gumshoe;7;LO,NNP
aphasia;7;LO,NNP,NN
paunch;7;LO,NN
resided;7;LO,VBD
greely;7;LO,NNP
bagger;7;LO,NNP
wasim;7;LO,NNP
reve;7;LO,NNP,VB
squelch;7;LO,NN,VB
susu;7;LO,NNP
bungling;7;LO,VBG,NN
impressionism;7;LO,NNP,NN
conk;7;LO,NN
freak-out;7;LO,NN
fagan;7;LO,NNP
ARD;7;AC,NNP
excellently;7;LO,RB
microorganisms;7;LO,NNS
prompter;7;LO,NN,VB
check-out;7;LO,NN
amex;7;LO,NNP
abbreviation;7;LO,NN
cancan;7;LO,JJ,NNP
accountancy;7;LF,NNP,NN
raindrop;7;LO,NN,NNP
phonebook;7;LO,NN
loofah;7;LO,NN,VB
studebaker;7;LO,NNP
exude;7;LO,VBP,VB
boink;7;LO,NN,VB
neuter;7;LO,NN,JJ,NNP
gizzard;7;LO,NN,NNP
pelosi;7;LO,NNP
lafite;7;LO,NNP
mid-term;7;LO,JJ,NN
revisited;7;LF,VBN,VBD
hrt;7;LO,NNS,NNPS
holl;7;LO,NNP
omnibus;7;LF,NNP,JJ,NN
exhilaration;7;LO,NN
kleptomaniac;7;LO,NN,JJ
chomps;7;LO,NNS,NNP
alkaline;7;LF,NN,JJ,NNP
card-carrying;7;LO,JJ
torrey;7;LO,NNP
anabel;7;LO,NNP
scopolamine;7;LO,NN
Broncos;7;TO,NNP,NNPS
categorize;7;LO,VB,VBP
neurotoxin;7;LO,NN
oddity;7;LO,NN
stuckey;7;LO,NNP
darian;7;LO,NNP
overthrowing;7;LO,VBG
kif;7;LO,NNP
jogs;7;LO,VBZ,NNS
six-figure;7;LO,JJ
milla;7;LO,NNP
boastful;7;LO,JJ
swatches;7;LO,NNS
hojo;7;LO,NNP
artois;7;LO,NNP
bex;7;LO,NNP
kannan;7;LO,NNP
bhaiyya;7;LO,NN
yugoslavian;7;LO,JJ,NNP
synopsis;7;LO,NN,NNP
depots;7;LO,NNS
Jain;7;TO,NNP
maleficent;7;LO,NNP
extraneous;7;LO,JJ
royston;7;LO,NNP
augment;7;LO,VB,NN
repatriation;7;LF,NN,NNP
overtures;7;LO,NNS
phoenician;7;LF,JJ
blighted;7;LO,JJ,VBN
repopulate;7;LO,VB
flyboy;7;LO,NNP,NN
morin;7;LO,NNP
sign-in;7;LO,NN,VB
one-two-three;7;LO,RB
probative;7;LO,JJ
Mughal;7;TO,NNP
friendliness;7;LO,NN
weems;7;LO,NNP,NNS
lesbos;7;LO,NNP
kingsbridge;7;LO,NNP
dyle;7;LO,NNP
interlocking;7;LO,VBG,NN
resound;7;LO,VB,NN
gagnon;7;LO,NNP
timepiece;7;LO,NN
oppressing;7;LO,VBG
fairgrounds;7;LF,NNP,NNS
tiers;7;LO,NNS
thattaboy;7;LO,UH
scalpels;7;LO,NNS
neo-nazi;7;LO,JJ,NN
wrongdoings;7;LO,NNS,VBZ
hayek;7;LO,NNP
trang;7;LO,NNP
stashing;7;LO,VBG
aarav;7;LO,NNP
lucci;7;LO,NNP
Torquay;7;TO,NNP
groat;7;LO,NNP,NN
charo;7;LO,NNP
glazing;7;LO,NN
Lodi;7;TO,NNP
zany;7;LO,NN
tuft;7;LO,NN,NNP
mulling;7;LO,VBG
preparedness;7;LF,NN,NNP
bootlegging;7;LO,NN,VBG
elysium;7;LO,NNP
Grosvenor;7;TO,NNP
bullfrog;7;LO,NNP,NN
tinge;7;LO,NN
heared;7;LO,VB
fuckwit;7;LO,NN
dmz;7;LO,NNP
inspite;7;LO,IN
olmedo;7;LO,NNP
compactor;7;LO,NN
Menzies;7;TO,NNP
voicemails;7;LO,NNS
yarmulke;7;LO,NN,JJ,RB
oom;7;LO,NNP
uriah;7;LO,NNP
beachhead;7;LO,NN
touma;7;LO,NNP
insofar;7;LO,RB
dodson;7;LO,NNP
GDP;7;AC,NNP,NN
xiaoyi;7;LO,NNP
life-and-death;7;LO,JJ
licences;7;LO,NNS
steamers;7;LF,NNS
subjecting;7;LO,VBG
artworks;7;LO,NNS
scheherazade;7;LO,NNP,NN
asu;7;LO,NNP
azaleas;7;LO,NNS
interrogators;7;LO,NNS
overthrew;7;LO,VBD
motherboard;7;LO,NN
flim;7;LO,NNP
thawing;7;LO,VBG,NN
box-office;7;LO,NN
yesterdays;7;LO,NNP,VBZ
jesu;7;LO,NNP
leant;7;LO,VBP,NN,JJ
creel;7;LO,NNP
moneypenny;7;LO,NNP
broiled;7;LO,VBN
unknowable;7;LO,JJ
Malawi;7;TO,NNP
zoological;7;LF,NNP,JJ
lechery;7;LO,NN
prominently;7;LO,RB
lamentable;7;LO,JJ
maksim;7;LO,NNP
lawyering;7;LO,NNP,NN,VBG
suga;7;LO,NNP
contemptuous;7;LO,JJ
colter;7;LO,NNP
morning-after;7;LO,JJ
arvo;7;LO,NNP
splattering;7;LO,VBG
bayram;7;LO,NNP
earth-shattering;7;LO,JJ
babysat;7;LO,NN,NNP,JJ
beatnik;7;LO,NNP,NN
deformities;7;LO,NNS
napoleonic;7;LF,NNP,JJ
Gallup;7;TO,NNP
tantalising;7;LO,VBG
heartaches;7;LO,NNS,NNPS
dispossessed;7;LO,VBN
jellybeans;7;LO,NNS,NNPS
self-important;7;LO,JJ
Charlottesville;7;TO,NNP
condenser;7;LO,NN
lindberg;7;LO,NNP
shephard;7;LO,NNP
redesigned;7;LO,VBN,VBD
Orkney;7;TO,NNP
kalyan;7;LO,NNP
quietest;7;LO,JJS
adaptability;7;LO,NN
jut;7;LO,NNP,VBD
saber-toothed;7;LO,JJ
suu;7;LO,NNP
larks;7;LO,NNS,NNP
delos;7;LO,NNP
fishnet;7;LO,NN
nutella;7;LO,NNP
downgraded;7;LO,VBN,VBD
altars;7;LO,NNS
Giuliani;7;TO,NNP
belli;7;LO,NNP,NN
hildegard;7;LO,NNP
coughlin;7;LO,NNP
permanence;7;LO,NN
betide;7;LO,VB
shamar;7;LO,NNP
rewinds;7;LO,NNS,VBZ
Bratislava;7;TO,NNP
threaded;7;LO,VBN,VBD
px;7;LO,NNP
wise-ass;7;LO,NN
rammer;7;LO,NN,NNP
open-ended;7;LO,JJ
jewess;7;LO,NNP
searchers;7;LO,NNS,NNPS
koontz;7;LO,NNP
pattaya;7;LO,NNP
bismillah;7;LO,NNP
frocks;7;LO,NNS
one-to-one;7;LO,JJ,NN
paterno;7;LO,NNP
hammett;7;LO,NNP
kinsella;7;LO,NNP
Hebrides;7;TO,NNP
uprisings;7;LO,NNS
snowplow;7;LO,NN
Thessaloniki;7;TO,NNP
birdseed;7;LO,NN
szabo;7;LO,NNP
inhumanity;7;LO,NN,NNP
roasts;7;LO,NNS
crunched;7;LO,VBN
scobie;7;LO,NNP
southpaw;7;LO,NN,NNP,JJ
linde;7;LO,NNP
jellybean;7;LO,NNP,JJ
co-owner;7;LO,NN
academies;7;LF,NNS,NNP
laborious;7;LO,JJ
lifesaving;7;LO,VBG,NNP,NN
waya;7;LO,NNP
witching;7;LO,NNP,NN
well-equipped;7;LO,JJ
nosedive;7;LO,JJ,VB
harshness;7;LO,NN
tigre;7;LO,NNP,NNPS
fosse;7;LO,NNP
quads;7;LO,NNS
she-devil;7;LO,NN
sixers;7;LO,NNS,NNPS,NNP
hypothermic;7;LO,JJ
malka;7;LO,NNP
fat-free;7;LO,JJ
partials;7;LO,NNS
humiliations;7;LO,NNS
Lincolnshire;7;TO,NNP
blood-sucking;7;LO,JJ
autobahn;7;LO,NNP,NN
tulley;7;LO,NNP
pease;7;LO,NNP,NN
headpiece;7;LO,NN
subjugated;7;LO,VBN,VBD
seiko;7;LO,NNP
renner;7;LO,NNP
cosmological;7;LO,JJ
buttonhole;7;LO,NN
zoloft;7;LO,NNP
crossfit;7;LO,NNP
bossed;7;LO,VBN,VBD
dynasties;7;LF,NNS
Hinduism;7;TO,NNP
orgasmic;7;LO,JJ,NNP
resonating;7;LO,VBG
dulled;7;LO,VBD,VBN
revenged;7;LO,VBD,VBN
grabber;7;LO,NN,NNP
bogeys;7;LO,NNS
quincey;7;LO,NNP
washing-up;7;LO,JJ,NN
emotionless;7;LO,NN
flitting;7;LO,VBG
wafting;7;LO,VBG
ska;7;LF,NNP
maarten;7;LO,NNP
outfield;7;LO,NN
nassar;7;LO,NNP
yulia;7;LO,NNP
all-state;7;LO,JJ
artisanal;7;LO,JJ
fontainebleau;7;LO,NNP
cavorting;7;LO,VBG
biometrics;7;LO,NNS
Uppsala;7;TO,NNP
lavery;7;LO,NNP
morphing;7;LO,VBG,NN
fermentation;7;LO,NN
paisa;7;LO,NNP,NN,JJ
frits;7;LO,NNP,NNS
north-south;7;LO,JJ
plaintive;7;LO,JJ
ophthalmologist;7;LO,NN
beckoned;7;LO,VBN,VBD
hanyang;7;LO,NNP
inaction;7;LO,NN
prager;7;LO,NNP
faggy;7;LO,JJ
thespian;7;LO,JJ,NN
flickers;7;LO,NNS,NNPS,VBZ
glick;7;LO,NNP
kiss-ass;7;LO,NN
funfair;7;LO,NN
computation;7;LF,NN
fagot;7;LO,NNP,NN
cumulative;7;LO,JJ
racoon;7;LO,NNP,NN
die-hard;7;LO,JJ,NN
Waterhouse;7;TO,NNP
tobacconist;7;LO,NN
porsches;7;LO,NNPS,NNS
teenie;7;LO,NNP
mehdi;7;LO,NNP
dado;7;LO,NN,NNP
medicate;7;LO,VB,NNP
grunwald;7;LO,NNP
phosphorous;7;LO,JJ,NNP
adhered;7;LO,VBD,VBN
Sufi;7;TF,NNP,JJ
pigpen;7;LO,NN,NNP
undaunted;7;LO,JJ,NNP,VBN
gleaned;7;LO,VBN
egging;7;LO,NNP,VBG
humiliates;7;LO,VBZ
pix;7;LO,NNP
liquored;7;LO,VB
ume;7;LO,NNP
syndicates;7;LO,NNS
belphegor;7;LO,NNP
egocentric;7;LO,JJ
standout;7;LO,NN
barbs;7;LO,NNS
shivas;7;LO,NN
riles;7;LO,NNP,NNS
seedling;7;LO,NN,VBG
play-by-play;7;LO,JJ,NN
cuando;7;LO,NNP
narasimha;7;LO,NNP
joubert;7;LO,NNP
bloop;7;LO,NNP,NN
summa;7;LO,NNP
overqualified;7;LO,JJ,VBN
comprise;7;LO,VBP,VB
flange;7;LO,NN
erode;7;LF,NNP,VB
USDA;7;AC,NNP
parishioner;7;LO,NN
dreadnought;7;LO,JJ,NN,NNP
perce;7;LO,NNP
lucidity;7;LO,NN
kierkegaard;7;LO,NNP
tuitions;7;LO,NNS
ingots;7;LO,NNS
binders;7;LO,NNS
seaplane;7;LF,NN,NNP
kaul;7;LO,NNP
claptrap;7;LO,NNP,NN
leathers;7;LO,NNS,NNPS
lookalike;7;LO,NN,JJ
yaw;7;LO,NNP,NN
cabron;7;LO,NNP
physiotherapy;7;LO,NN,NNP
dour;7;LO,NNP,JJ
wrenched;7;LO,VBN,VBD
torching;7;LO,NN,VBG
okie;7;LO,NNP
skeffington;7;LO,NNP
fincher;7;LO,NNP
fukuda;7;LO,NNP
livable;7;LO,JJ,NNP
menorah;7;LO,NNP,NN
confidences;7;LO,NNS
cursory;7;LO,NN,JJ
congestive;7;LO,JJ
skyrocketed;7;LO,VBD
interred;7;LO,VBN
compressing;7;LO,VBG
trajectories;7;LO,NNS
deluding;7;LO,VBG
catched;7;LO,VB
rehash;7;LO,NN
pickwick;7;LO,NNP
preconceptions;7;LO,NNS
opposable;7;LO,JJ
engrave;7;LO,VB
sediments;7;LO,NNS
high-velocity;7;LO,JJ
monopolize;7;LO,VB
consonants;7;LO,NNS
amphora;7;LO,NN,NNP
visualizing;7;LO,VBG
nco;7;LO,NNP,NN
eurasian;7;LF,JJ,NNP
moai;7;LO,NNS,NNP,NN
integrating;7;LO,VBG
fizzle;7;LO,VB,NNP,NN
bronzed;7;LO,VBD,JJ,VBN
hocked;7;LO,JJ,VB
Marianas;7;TO,NNP
swerving;7;LO,VBG
mulrooney;7;LO,NNP
fraiser;7;LO,NNP
fet;7;LO,NNP
paler;7;LO,JJR,NN
matterhorn;7;LO,NNP
nametag;7;LO,NN
fifty-six;7;LO,JJ
garrido;7;LO,NNP
tolson;7;LO,NNP
indoctrination;7;LO,NN
dobbin;7;LO,NNP
quickens;7;LO,VBZ
Jamestown;7;TO,NNP
unskilled;7;LO,JJ,VBN
trade-off;7;LO,NN
seaport;7;LF,NN,NNP
idealized;7;LO,JJ,VBN
undergoes;7;LO,VBZ
liquefied;7;LO,VBN
gunga;7;LO,NNP
nightshirt;7;LO,NN,NNP
dim-witted;7;LO,JJ
glassware;7;LO,NN,NNP
whys;7;LO,NN,VB
repressing;7;LO,VBG
wealthier;7;LO,JJR
orbiter;7;LF,NN,NNP
militarily;7;LO,RB
cluny;7;LO,NNP
lapped;7;LO,VBN,VBD,JJ
kindled;7;LO,VBN,VBD
harakiri;7;LO,NNP,NN
goo-goo;7;LO,JJ,UH,NN
worrier;7;LO,NN,JJR
propositions;7;LO,NNS
heavies;7;LO,NNS,NNPS
rotisserie;7;LO,NNP,NN
roseanna;7;LO,NNP
cuesta;7;LO,NNP
kuki;7;LO,NNP
jealously;7;LO,RB
furnishing;7;LO,VBG,NN
impurity;7;LO,NN
bassoon;7;LO,NN,NNP
thwack;7;LO,UH,NN,VB
petitioning;7;LO,VBG,NN
northman;7;LO,NNP
udders;7;LO,NNS
whaler;7;LO,NN
rekindled;7;LO,VBD,VBN
pastis;7;LO,NN
hmmph;7;LO,NN
heartthrob;7;LO,NN,NNP
minato;7;LO,NNP
brynn;7;LO,NNP
buffers;7;LO,NNS
marchese;7;LO,NNP
deegan;7;LO,NNP
inhabitant;7;LO,NN,JJ
airtime;7;LO,NN
brunhilde;7;LO,NNP
iyer;7;LO,NNP
treetop;7;LO,NN,NNP
potters;7;LO,NNS,NNP
buggery;7;LO,NN,NNP
yr;7;LO,NNP,NN
half-ass;7;LO,JJ,VB
clovers;7;LO,NNS
run-up;7;LO,NN
reimbursement;7;LO,NN
Curia;7;TF,NNP,NN
cubicles;7;LO,NNS
dimitris;7;LO,NNP
counterclockwise;7;LO,NN
excommunication;7;LO,NN
fissures;7;LO,NNS
regenerative;7;LF,JJ
hussars;7;LF,NNS,NNPS
Lichtenstein;7;TO,NNP
wining;7;LO,NN,VBG
angy;7;LO,NNP
earlobe;7;LO,NN,NNP
snakeskin;7;LO,NN,NNP
rear-ended;7;LO,JJ,VB
biatch;7;LO,NN
overtly;7;LO,RB
youn;7;LO,NNP
roadway;7;LO,NN
engravings;7;LO,NNS
smartness;7;LO,NN
kenton;7;LO,NNP
rushworth;7;LO,NNP
vaishali;7;LO,NNP
embezzler;7;LO,NN
ballin;7;LO,NNP
ifield;7;LO,NNP
tort;7;LF,NN,NNP
unsecured;7;LO,JJ
archived;7;LO,VBN,JJ
ods;7;LO,NNP
Quito;7;TO,NNP
marauding;7;LO,VBG,JJ
furrow;7;LO,NN,NNP
Liechtenstein;7;TO,NNP
molehill;7;LO,JJ
blitzed;7;LO,VBN,JJ,VBD
overpopulation;7;LO,NN
cross-section;7;LO,NN
teeny-tiny;7;LO,JJ
depressions;7;LO,NNS
wiki;7;LO,NN,NNP,JJ
Syed;7;TO,NNP
deal-breaker;7;LO,NN
iliad;7;LO,NNP
electromagnetism;7;LO,NN
caius;7;LO,NNP
chagas;7;LO,NNP
memorised;7;LO,VBN,JJ,VBD
dvorak;7;LO,NNP
pani;7;LO,NNP
sindhu;7;LO,NNP
kash;7;LO,NNP
jessop;7;LO,NNP
fracas;7;LO,NN,NNP
wilf;7;LO,NNP
jaggery;7;LO,NN,NNP
wheal;7;LO,NNP
vx;7;LO,NNP,NN
hirayama;7;LO,NNP
waked;7;LO,VB
lattice;7;LO,NN
elissa;7;LO,NNP
dcs;7;LO,NNP
danby;7;LO,NNP
wherewithal;7;LO,NN
ageless;7;LO,JJ,NNP
cuties;7;LO,NNS,NNPS
louella;7;LO,NNP
wiretapping;7;LO,NN
pst;7;LO,NNP
campari;7;LO,NNP
wiggy;7;LO,NNP
bosse;7;LO,NNP
parolees;7;LO,NNS
railly;7;LO,RB,VB
asad;7;LO,NNP
emmie;7;LO,NNP
blowhole;7;LO,NN,NNP
divisive;7;LO,JJ
gummer;7;LO,NNP
marais;7;LO,NNP
otsuka;7;LO,NNP
vid;7;LO,NNP,NN
pinochle;7;LO,JJ,NNP
pompadour;7;LO,NNP
attendees;7;LO,NNS
lakeshore;7;LF,NNP,NN
brantley;7;LO,NNP
babylonians;7;LO,NNPS
time-honored;7;LO,JJ
tutelage;7;LO,NN
aromatherapy;7;LO,NN
undertow;7;LO,NNP,NN
wiseguy;7;LO,NNP
razzle;7;LO,NN
mentored;7;LO,VBN,VBD
a-rab;7;LO,NN
Cairns;7;TF,NNP
waded;7;LO,VBD
gaydar;7;LO,NN,NNP
rayne;7;LO,NNP
mainsail;7;LO,NN
nonviolence;7;LO,NN
colostomy;7;LO,NN
bizzy;7;LO,NNP
screenplays;7;LO,NNS
creeks;7;LF,NNS,NNPS
pyjama;7;LO,NNP,NN
roller-coaster;7;LO,NN
yorick;7;LO,NNP
easy-peasy;7;LO,JJ
sheehan;7;LO,NNP
farfetched;7;LO,JJ
kenyan;7;LF,JJ,NNP
noma;7;LO,NNP
speeded;7;LO,VBD,VBN
whereof;7;LO,VBN,JJ
desoto;7;LO,NNP
patchouli;7;LO,NNS
knobhead;7;LO,NNP
vico;7;LO,NNP
refocus;7;LO,VB
beej;7;LO,NNP
bier;7;LO,NNP,JJR,NN
bright-eyed;7;LO,JJ
boylan;7;LO,NNP
Cham;7;TO,NNP
huw;7;LO,NNP
hardwicke;7;LO,NNP
ingrates;7;LO,NN
pre-school;7;LO,JJ
monkfish;7;LO,NN
skirting;7;LO,VBG,NN
dalrymple;7;LO,NNP
smoothest;7;LO,JJS
welt;7;LO,NNP
tumours;7;LO,NNS
subbed;7;LO,VBN,VBD
sub-zero;7;LO,JJ
islamist;7;LF,JJ
compensations;7;LO,NNS
cpt;7;LO,NNP
attractiveness;7;LO,NN
orthodoxy;7;LF,NNP,NN
phosphate;7;LO,NN,JJ
purim;7;LO,NNP
livvie;7;LO,NNP
culled;7;LO,VBN,VBD
amun;7;LO,NNP
tightness;7;LO,NN
dint;7;LO,NN
person-to-person;7;LO,JJ
neater;7;LO,NN
mitochondrial;7;LO,JJ
euston;7;LO,NNP
bassist;7;LO,NN
filibuster;7;LO,NN
wrangling;7;LO,NN,VBG
salgado;7;LO,NNP
rock-hard;7;LO,JJ
sterility;7;LO,NN
shinwell;7;LO,NNP
sawant;7;LO,NNP
finchley;7;LO,NNP
celebs;7;LO,NNP
provocateur;7;LO,NN,NNP
solver;7;LO,NN,NNP
nisse;7;LO,NN,NNP
daan;7;LO,NNP
periwinkle;7;LO,NNP
asserted;7;LO,VBD,VBN
mase;7;LO,NNP
izumo;7;LO,NNP
splicing;7;LO,NN
rasp;7;LO,NNP,NN,JJ
visualise;7;LO,VB
hallow;7;LO,NNP
querida;7;LO,NNP
decrypted;7;LO,VBN,VBD
mintz;7;LO,NNP
orbison;7;LO,NNP
eby;7;LO,NNP
lumberjacks;7;LO,NNP,NNPS,NNS
Steelers;7;TO,NNPS
redial;7;LO,VB
quieten;7;LO,VB
disobeys;7;LO,VBZ
amply;7;LO,RB
low-cut;7;LO,JJ
heatwave;7;LO,NN,NNP
eye-opener;7;LO,NN
edits;7;LO,NNS,VBZ
unappealing;7;LO,JJ,VBG
skydiver;7;LO,NN,NNP
frivolity;7;LO,NN
wonton;7;LO,NNP
subscribed;7;LO,VBD,VBN
pronoun;7;LO,NN
ngan;7;LO,NNP
promos;7;LO,NNS,NN,NNP
Tyne;7;TO,NNP
cra;7;LO,NNP
transplantation;7;LF,NN,NNP
oratory;7;LF,NN,NNP
handstand;7;LO,NNP,JJ,NN
moulded;7;LO,VBN
Saitama;7;TO,NNP
frequents;7;LO,VBZ
hospitalised;7;LO,VBN
switcheroo;7;LO,NN,VB
languish;7;LO,VB,VBP
kak;7;LO,NNP
etchings;7;LO,NNS
whittling;7;LO,VBG,NN
well-balanced;7;LO,JJ
tach;7;LO,NN
rhinestones;7;LO,NNS,NNPS,NNP
centralized;7;LO,JJ,VBN
comped;7;LO,VB
loath;7;LO,JJ
fiddled;7;LO,VB
Riyadh;7;TO,NNP
machinations;7;LO,NNS
Villeneuve;7;TO,NNP
dander;7;LO,NN
galvanized;7;LO,VBD,JJ,VBN
tarred;7;LO,VBN,JJ
rawdon;7;LO,NNP
dominos;7;LO,NNP
manganese;7;LO,JJ,NNP,NN
fragrances;7;LO,NNS
mangroves;7;LO,NNS
ern;7;LO,NNP
lovelorn;7;LO,NN,NNP,JJ
pimento;7;LO,NNP
tamayo;7;LO,NNP
Hippodrome;7;TF,NNP
hirata;7;LO,NNP
chancery;7;LF,NNP,NN
flophouse;7;LO,NN
reprieved;7;LO,VBN
anemone;7;LO,NN,NNP
lassen;7;LO,NNP
apostolic;7;LF,NNP,JJ
miserly;7;LO,JJ
Qatar;7;TO,NNP
banshees;7;LO,NNPS,NNS
chaperon;7;LO,NNP,NN
hostels;7;LO,NNS
candi;7;LO,NNP,NNS
curare;7;LO,NN,NNP
jal;7;LO,NNP
ruan;7;LO,NNP
rasa;7;LO,NNP,NN
soundwave;7;LO,NNP
domains;7;LO,NNS
columbian;7;LF,JJ,NNP
usury;7;LO,NN
oxnard;7;LO,NNP
showoff;7;LO,NNP
Whyte;7;TO,NNP
paedophiles;7;LO,NNS,VBZ
light-hearted;7;LO,JJ
vallarta;7;LO,NNP
guffawing;7;LO,NN,VB
frantz;7;LO,NNP
burkett;7;LO,NNP
pithy;7;LO,JJ
chamois;7;LO,NNP,NN
stretchy;7;LO,JJ
pro-choice;7;LO,JJ
zoologist;7;LO,NN,JJ
pericardium;7;LO,NN
skoda;7;LO,NNP
seaworthy;7;LO,JJ
iwaki;7;LO,NNP
thingie;7;LO,NN
Falmouth;7;TO,NNP
pineal;7;LO,JJ,NN,NNP
year-end;7;LO,JJ
wilts;7;LO,NNP,NNS,NNPS
ikebukuro;7;LO,NNP
emme;7;LO,NNP
discusses;7;LO,VBZ
Moldavia;7;TO,NNP
parentheses;7;LO,NNS
anthropologists;7;LO,NNS
madero;7;LO,NNP
unconnected;7;LO,JJ
rodders;7;LO,NNS
Umar;7;TO,NNP
Marlborough;7;TO,NNP
reacher;7;LO,NNP,NN
tiggers;7;LO,NNS
AOL;7;AC,NNP
muhammed;7;LO,NNP
skitter;7;LO,NNP,NN
pronouns;7;LO,NNS
congeniality;7;LO,NNP
chiyoko;7;LO,NNP
Brandeis;7;TO,NNP
hie;7;LO,NNP
phan;7;LO,NNP
potentials;7;LO,NNS
expend;7;LO,VB,VBP
ventriloquism;7;LO,NN
shortbread;7;LO,NN,JJ
Euphrates;7;TO,NNP
Canto;7;TF,NNP
sethi;7;LO,NNP
q-ball;7;LO,NN
wilsons;7;LO,NNP,NNPS
millimetres;7;LO,NNS
readjust;7;LO,VB
proffer;7;LO,NN,NNP,VB
capsize;7;LO,VB,NN
salacious;7;LO,JJ
USD;7;AC,NNP,NN
backyards;7;LO,NNS
evos;7;LO,JJ,NNP,NN
eamonn;7;LO,NNP
brandies;7;LO,NN,VB
meehan;7;LO,NNP
grizz;7;LO,NNP,JJ
bracknell;7;LO,NNP
vette;7;LO,NNP,NN
cocoons;7;LO,NNS
velvety;7;LO,NN
fredrick;7;LO,NNP
Caledonia;7;TO,NNP
scamper;7;LO,NN
anathema;7;LO,NN,NNP
carpaccio;7;LO,NNP
riesling;7;LO,NNP
stuyvesant;7;LO,NNP
argent;7;LF,NNP,NN,JJ
daiquiris;7;LO,NN
suck-up;7;LO,NN
scoping;7;LO,NN,VBG
anbu;7;LO,NNP
antagonism;7;LO,NN
ranged;7;LO,VBD,VBN
copyrighted;7;LO,VBN
Hittite;7;TO,NNP
aborting;7;LO,VBG
ieds;7;LO,NNS
deplore;7;LO,VBP,VB
inexorably;7;LO,RB
kirstie;7;LO,NNP
downy;7;LO,NN,JJ,NNP
dono;7;LO,NNP,NN
enslavement;7;LO,NN
darwinism;7;LO,NNP,NN
yellin;7;LO,NNP
inconsistency;7;LO,NN
odorless;7;LO,JJ
faxing;7;LO,NNP
extra-large;7;LO,JJ,NN
emigrants;7;LF,NNS
rachmaninoff;7;LO,NNP
clenching;7;LO,NN,VBG
flasks;7;LO,NNS
hyperbole;7;LO,NN
heckler;7;LO,NNP
lollypop;7;LO,NNP,NN
virge;7;LO,NN
timelines;7;LO,NNS
heaviness;7;LO,NN
bookseller;7;LO,NN,NNP
frighteningly;7;LO,RB
precipitate;7;LO,VB,NN
indeterminate;7;LO,JJ
psychobabble;7;LO,NN
shouldnt;7;LO,NN
marvelously;7;LO,RB
izmir;7;LO,NNP
jef;7;LO,NNP
acreage;7;LO,NN
Andrade;7;TO,NNP
shum;7;LO,NNP,NN
executes;7;LO,VBZ
distancing;7;LO,NN,VBG
hitmen;7;LO,NNS,NNP
low-class;7;LO,JJ
sainthood;7;LO,NN
samovar;7;LO,NN,NNP
sugarplum;7;LO,NNP
forfeiture;7;LO,NN
uptake;7;LO,NN
morbidly;7;LO,RB,JJ
anthea;7;LO,NNP
grafting;7;LO,NN,VBG
slags;7;LO,NNS
personification;7;LO,NN
constancy;7;LO,NN
sequential;7;LO,JJ
acetylene;7;LO,NN
reuven;7;LO,NNP
lineman;7;LF,NN
snively;7;LO,RB
