# EnglishWordsRaw.txt — English word list, rebuilt 2026-08 from license-clean sources.
# Counts: hermitdave/FrequencyWords OpenSubtitles-2018 en_full (CC BY-SA 4.0),
# count >= 80, scaled so top ~1.2M. Inventory filter: English Wiktionary via
# Kaikki wiktextract (CC BY-SA 4.0) membership — drops subtitle OCR junk and typos.
# POS + CaseType: spaCy (MIT) Penn tags + MID-SENTENCE case shares over a 3M-sentence
# English Wikipedia sample (CC BY-SA 4.0, 2026-08 dump); register correction and the
# >=5%-representation guard mirror tools/case-seeds (see README there). CaseType from
# title share s_eff: <0.10 LO, <0.50 LF, <0.90 TF, >=0.90 TO; ALL-CAPS>=60% AC;
# mixed>=50% OC (surface from Wiktionary). Curated rows (abbreviations, extensions,
# contractions, I-forms) carried over from the previous hand-revised list.
# Fields: word;rawFreq;CASETYPE,POS1[,POS2[,POS3]]
Midwest;46;TO,NNP
reptile;46;LF,NN,NNP
Priscilla;46;TO,NNP
mythical;46;LO,JJ
Paramount;46;TF,NNP,JJ
bitching;46;LO,VBG
unpaid;46;LO,JJ
neatly;46;LO,RB
abbie;46;LO,NNP
Volvo;46;TO,NNP
hippo;46;LO,NNP
smacked;46;LO,VBD,VBN
Dodger;46;TO,NNP
fallin;46;LO,NNP
Rigby;46;TO,NNP
shepherds;46;LF,NNS,NNPS
swamped;46;LO,VBN,VBD
hailey;46;LO,NNP
prepped;46;LO,VBD,VBN
frivolous;46;LO,JJ
copyright;46;LF,NN
twenty-two;46;LO,JJ,NN
witnessing;46;LO,VBG
duly;46;LO,RB
glide;46;LF,NN,NNP,JJ
enclosed;46;LO,VBN
FAI;46;AC,NNP
nameless;46;LO,NN,NNP
Rai;46;TO,NNP
Armando;46;TO,NNP
electrons;46;LO,NNS
constellation;46;LF,NN,NNP
Howe;46;TO,NNP
inhabited;46;LO,VBN,VBD
sketchy;46;LO,JJ
implore;46;LO,VB,VBP
malice;46;LF,NN,NNP
no-good;46;LO,JJ,NN
agreements;46;LO,NNS
Johanna;46;TO,NNP
deformed;46;LO,VBN,JJ,VBD
billing;46;LF,NN
Cornwall;46;TO,NNP
crusher;46;LO,NNP,NN
strains;46;LO,NNS
orchids;46;LO,NNS
riker;46;LO,NNP
outdated;46;LO,JJ,VBN
reinforced;46;LO,VBN,VBD
Yamada;46;TO,NNP
Newark;46;TO,NNP
trainers;46;LO,NNS
janis;46;LO,NNP
provocative;46;LO,JJ
Hemingway;46;TO,NNP
CI;46;AC,NNP,NN
complimentary;46;LO,JJ
Bethlehem;46;TO,NNP
suppressed;46;LO,VBN,VBD
Bordeaux;46;TO,NNP
goodies;46;LO,NNPS,NNS
geeks;46;LO,NNS,NNPS
festivities;46;LO,NNS
checkers;46;LO,NNS,NNPS,NNP
migration;46;LF,NN
brig;46;LF,NN,NNP
bloodstream;45;LO,NN
distraught;45;LO,JJ,NN
grasshopper;45;LF,NNP,NN
Ashok;45;TO,NNP
ah-ha;45;LO,UH
hardships;45;LO,NNS
tickling;45;LO,NN,VBG
desolate;45;LO,JJ
masturbation;45;LO,NN
fiasco;45;LO,NN,NNP
jem;45;LO,NNP
rudi;45;LO,NNP
kung-fu;45;LO,NN
sufficiently;45;LO,RB
hereditary;45;LO,JJ
psychologically;45;LO,RB
Orient;45;TF,NNP
gullible;45;LO,JJ
falsely;45;LO,RB
friar;45;LF,NN,NNP
Underwood;45;TO,NNP
abed;45;LO,NNP
full-on;45;LO,JJ,RB
gunpoint;45;LO,NN
jiro;45;LO,NNP
Luo;45;TO,NNP
vern;45;LO,NNP
realtor;45;LO,NN
attire;45;LO,NN
clientele;45;LO,NN,NNS
passages;45;LO,NNS
dreaded;45;LO,VBN,VBD,JJ
hatched;45;LO,VBN,VBD
hardened;45;LO,VBN
navid;45;LO,NNP
innovative;45;LO,JJ
kroner;45;LO,NN
patched;45;LO,VBN,VBD
guidelines;45;LO,NNS
juices;45;LO,NNS
lockup;45;LO,NN,NNP
Delgado;45;TO,NNP
slopes;45;LO,NNS
conclusive;45;LO,JJ
latex;45;LO,NN,NNP
Chennai;45;TO,NNP
Rey;45;TO,NNP
deathbed;45;LO,NN,JJ
collapses;45;LO,VBZ,NNS
schoolgirl;45;LO,NN,JJ
fuzz;45;LO,NN,NNP
imposing;45;LO,VBG
settings;45;LO,NNS
nationwide;45;LO,JJ,RB
schoolteacher;45;LO,NN
dealership;45;LO,NN
Kei;45;TF,NNP,NN
hearings;45;LO,NNS
negotiator;45;LF,NN
drills;45;LO,NNS
brightly;45;LO,RB
dames;45;LO,NNP,NNS
neutralize;45;LO,VB
Rosario;45;TO,NNP
ninjas;45;LO,NNP,NN
manicure;45;LO,NN
meditate;45;LO,VB
eavesdropping;45;LO,NN
viewer;45;LO,NN
Mormon;45;TO,NNP
wake-up;45;LO,NN
dipping;45;LO,VBG,NN
splits;45;LO,VBZ,NNS
muzzle;45;LO,NN
redneck;45;LO,NNP,NN
seatbelt;45;LO,NN
Richter;45;TO,NNP
atone;45;LO,VB,NN
envoy;45;LF,NN,NNP
sentiments;45;LO,NNS
poorer;45;LO,JJR
tia;45;LO,NNP
sweeps;45;LO,NNS,VBZ
forgives;45;LO,VBZ
upside-down;45;LO,JJ,RB
improper;45;LO,JJ
Niagara;45;TO,NNP
Highland;45;TF,NNP
hardworking;45;LO,VBG,JJ
enlist;45;LO,VB
Wilcox;45;TO,NNP
medically;45;LO,RB
chittering;45;LO,NNP
pappy;45;LO,NNP
scarred;45;LO,JJ,VBN
claps;45;LO,NNS,NNP
Gia;45;TO,NNP
outcast;45;LO,NN
faucet;45;LO,NN,NNP
prepares;45;LO,VBZ
taboo;45;LO,NN,JJ,NNP
weaponry;45;LO,NN
consensus;45;LO,NN
breathed;45;LO,VBD,VBN
maneuvers;45;LO,NNS
archaeologist;45;LO,NN
tolls;45;LO,NNS
gobble;45;LO,NN,NNP
gibbering;45;LO,VBG,NNP
rican;45;LF,JJ,NNP
Maud;45;TO,NNP
Darby;45;TO,NNP
Hernandez;45;TO,NNP
smitty;45;LO,NNP
widespread;45;LO,JJ
scraped;45;LO,VBN,VBD
boutique;45;LO,NN
quake;45;LO,NN,NNP
ignite;45;LF,VB,NNP
provider;45;LO,NN
sprinkle;45;LO,VB,NNP,VBP
Serbia;45;TO,NNP
contradict;45;LO,VB,VBP
realities;45;LO,NNS
Valentina;45;TO,NNP
shaping;45;LO,VBG,NN
powdered;45;LO,JJ,VBN
indestructible;45;LO,JJ,NNP
electrocuted;45;LO,VBN
silverware;45;LO,NN
disorders;45;LO,NNS
everytime;45;LO,NNP,NN
Terence;45;TO,NNP
Albany;45;TO,NNP
armory;45;LF,NNP,NN
delegates;45;LF,NNS,NNPS
pathology;45;LF,NN,NNP
inspires;45;LO,VBZ
poked;45;LO,VBD,VBN
scumbags;45;LO,NNS
cyclops;45;LO,NNP,NNS
floated;45;LO,VBN,VBD
intrigue;45;LO,NN
auditorium;45;LF,NN,NNP
Kashmir;45;TO,NNP
inspirational;45;LF,JJ
doodle;45;LO,NNP
raisins;45;LO,NNS
sibling;45;LO,NN,VBG
Emery;45;TO,NNP
anomalies;45;LO,NNS
Forrester;45;TO,NNP
honorary;45;LF,JJ,NNP
concession;45;LO,NN
midway;45;LF,NNP,RB,NN
reload;45;LO,NN,VB,NNP
sweaters;45;LO,NNS
dormitory;45;LO,NN
accelerated;45;LO,VBD,VBN,JJ
fluke;45;LO,NN,NNP
Larkin;45;TO,NNP
dwarves;45;LO,NNS,NNPS
nutrition;45;LF,NN,NNP
kendra;45;LO,NNP
warlock;45;LO,NNP,NN
exploiting;45;LO,VBG
bloated;45;LO,JJ
proclaim;45;LO,VB
Middleton;45;TO,NNP
choreography;45;LO,NN
patriotism;45;LO,NN
sash;45;LF,NN
detached;45;LO,VBN,JJ
niki;45;LO,NNP
Fest;45;TF,NNP
intensely;45;LO,RB
raced;45;LO,VBD,VBN
sprint;45;LF,NN,NNP
endorsement;45;LO,NN
Gage;45;TF,NNP,NN
Carlisle;45;TO,NNP
hobo;45;LO,NNP,NN
gauntlet;45;LF,NN,NNP
crowbar;45;LO,NNP,NN
progressing;45;LO,VBG
groin;45;LO,NN
prudence;45;LO,NNP,NN
inseparable;45;LO,JJ
chopsticks;45;LO,NNS
Guthrie;45;TO,NNP
Foo;45;TO,NNP
cavanaugh;45;LO,NNP
saxophone;45;LO,NN
Fiat;45;TO,NNP
drains;45;LO,VBZ,NNS
thrusters;45;LO,NNS
tink;45;LO,NNP
visibility;45;LO,NN
passionately;45;LO,RB
wannabe;45;LO,JJ,NNP
klara;45;LO,NNP
tiresome;45;LO,JJ
complexity;45;LO,NN
homicidal;45;LO,NN,JJ
succeeds;45;LO,VBZ
ROM;45;AC,NN,NNP
scolding;45;LO,VBG
indicted;45;LO,VBN
Prix;45;TO,NNP
Alexa;45;TO,NNP
uninvited;45;LO,JJ,NNP
insider;45;LF,NN,NNP
Kamal;45;TO,NNP
moz;45;LO,NNP
bondage;45;LF,NN,NNP
Chao;44;TO,NNP
taser;44;LO,NN,NNP
indifference;44;LO,NN
tum;44;LO,NNP,NN
slang;44;LO,NNP,NN
tending;44;LO,VBG
Compton;44;TO,NNP
Gunn;44;TO,NNP
campaigns;44;LO,NNS
resistant;44;LO,JJ
baines;44;LO,NNP,NNPS,NNS
urged;44;LO,VBD,VBN
reacts;44;LO,NNS,VBZ
hard-working;44;LO,JJ
snag;44;LO,NN,NNP,VB
fidelity;44;LF,NN,NNP
McNally;44;OC,NNP
rattled;44;LO,VBD,VBN
stalls;44;LO,NNS
quickest;44;LO,JJS
copycat;44;LO,NN,NNP
Wilde;44;TO,NNP
damnation;44;LO,NN,NNP
Burma;44;TO,NNP
cashed;44;LO,VBD,VBN
dodging;44;LO,VBG
canopy;44;LO,NN
Ridley;44;TO,NNP
ilana;44;LO,NNP
Ogden;44;TO,NNP
goof;44;LO,NNP,NN
twister;44;LO,NNP,NN
Rolex;44;TO,NNP
seriousness;44;LO,NN
toothless;44;LO,JJ,NN
reckoned;44;LO,VBN,VBD
MacDonald;44;OC,NNP
retching;44;LO,VBG
immensely;44;LO,RB
overlooking;44;LO,VBG
airway;44;LO,NN
lm;44;LO,NNP
rickshaw;44;LO,NN,JJ
Esposito;44;TO,NNP
propulsion;44;LF,NN,NNP
Elsie;44;TO,NNP
butchered;44;LO,VBN,VBD
orbiting;44;LO,VBG
herds;44;LO,NNS
comprehensive;44;LF,JJ
reckoning;44;LO,NN,VBG
Shelton;44;TO,NNP
Israelis;44;TO,NNPS
Thursdays;44;TO,NNPS
Fabian;44;TO,NNP
journeys;44;LO,NNS
confiscate;44;LO,VB
coworkers;44;LO,NNS
checkup;44;LO,NN,NNP
wad;44;LO,NNP,NN
aeroplane;44;LF,NN,NNP
innocents;44;LO,NNS,NNPS
endeavor;44;LF,NN,NNP
shootings;44;LO,NNS
daybreak;44;LO,NN,NNP
mandate;44;LF,NN,NNP
estimates;44;LO,NNS,VBZ
inflict;44;LO,VB
drapes;44;LO,NNS
Bellamy;44;TO,NNP
Wolverine;44;TO,NNP
Socrates;44;TO,NNP
subspace;44;LO,NN
notebooks;44;LO,NNS
unrest;44;LO,NN
annika;44;LO,NNP
son-of-a-bitch;44;LO,NN
hyuk;44;LO,NN,NNP
shiro;44;LO,NNP
lala;44;LO,NNP
cram;44;LO,NNP
salts;44;LO,NNS
infinitely;44;LO,RB
exemplary;44;LF,JJ
bearings;44;LO,NNS
replicate;44;LO,VB
perfected;44;LO,VBN,VBD
Cao;44;TO,NNP
Olympus;44;TO,NNP
baboon;44;LO,NN,NNP
reproach;44;LO,NN
completing;44;LO,VBG
medusa;44;LO,NNP
sewed;44;LO,VBD
teased;44;LO,VBD,VBN
adversary;44;LO,NN
captions;44;LO,NNS
stitched;44;LO,VBN
abruptly;44;LO,RB
stacks;44;LO,NNS
Sioux;44;TO,NNP
rapes;44;LO,NNS,VBZ
ether;44;LO,NN,JJ
hoodie;44;LO,NN,NNP
namaste;44;LO,NNP
extradition;44;LO,NN
Vincenzo;44;TO,NNP
ange;44;LO,NNP
Cambodia;44;TO,NNP
clicked;44;LO,VBN,VBD
tallest;44;LO,JJS
jeb;44;LO,NNP
unison;44;LF,NNP
ion;44;LF,NN,NNP
bozo;44;LO,NNP
undertaking;44;LO,VBG,NN
relating;44;LO,VBG
enrolled;44;LO,VBD,VBN
sprouts;44;LO,NNS,VBZ
secretaries;44;LF,NNS,NNPS
projected;44;LO,VBN
turkeys;44;LO,NNS
Irwin;44;TO,NNP
fink;44;LO,NNP
good-for-nothing;44;LO,JJ,NN
zedd;44;LO,NNP
sipping;44;LO,VBG
Africans;44;TO,NNPS
MacArthur;44;OC,NNP
twenty-one;44;LO,JJ,NN
visionary;44;LF,JJ,NN,NNP
Borden;44;TO,NNP
talkative;44;LO,JJ
alyssa;44;LO,NNP
sie;44;LO,NNP
Kemp;44;TO,NNP
Jeffries;44;TF,NNP,NNS
unkind;44;LO,JJ,NN
pegged;44;LO,VBD,VBN
conservation;44;LF,NN,NNP
veto;44;LF,NN,VB
blondes;44;LO,NNPS,NNS
heartfelt;44;LO,JJ
outlook;44;LF,NN,NNP
wrinkled;44;LO,VBN
valeria;44;LO,NNP
teleport;44;LO,VB,NN
interrogating;44;LO,VBG
diabolical;44;LO,JJ,NNP
breather;44;LO,NN,JJ
desks;44;LO,NNS
thirty-five;44;LO,JJ
eyebrow;44;LO,NN
tut;44;LO,NNP
sightseeing;44;LO,NN
unwilling;44;LO,JJ
profoundly;44;LO,RB
Barclay;44;TO,NNP
dearie;44;LO,NNP
Dae;44;TO,NNP
nearing;44;LO,VBG
Hester;44;TF,NNP,NN
Franks;44;TO,NNP
Rashid;44;TO,NNP
auditioning;44;LO,VBG
dyed;44;LO,VBN,VBD
pharmaceuticals;44;LF,NNS,NNPS,NNP
cantonese;44;LF,NNP,JJ
pika;44;LO,NN,NNP
Martina;44;TO,NNP
Clarkson;44;TO,NNP
toki;44;LO,NNP
outright;44;LO,RB,JJ
Ito;44;TO,NNP
coincidences;44;LO,NNS
downside;44;LO,NN,NNP
oats;44;LF,NNP,NN,NNS
Ortiz;44;TO,NNP
administered;44;LO,VBN
downward;44;LO,JJ,RB
Okinawa;44;TO,NNP
graduates;44;LO,NNS
palate;44;LO,NN
jihad;44;LF,NNP,NN
Nakamura;44;TO,NNP
emmet;44;LO,NNP
martians;44;LO,NNPS
nasal;44;LO,NN,JJ
enduring;44;LF,VBG,NNP,JJ
winged;44;LF,VBN
thrashing;44;LO,NN,VBG
dumber;44;LO,NNP,JJ,VB
faggots;44;LO,NNS,NNPS
bernice;44;LO,NNP
vibration;44;LO,NN
musketeers;44;LF,NNPS,NNS
tumour;44;LO,NN
stature;44;LO,NN
petrified;44;LO,JJ,NNP,VBN
Erich;44;TO,NNP
hiss;44;LO,NNP
baht;44;LO,NN
rematch;44;LO,NN
Lakshmi;44;TO,NNP
lightweight;44;LF,JJ,NNP
rah;44;LO,NNP
eunice;44;LO,NNP
pharrell;44;LO,NNP
attentive;44;LO,JJ
Dunbar;44;TO,NNP
negatives;44;LO,NNS
GE;44;AC,NNP
fates;44;LF,NNS,NNPS
equity;44;LF,NN,NNP
ringer;44;LO,NNP,NN
TVs;44;OC,NNS,NNP
brooch;44;LO,NN,NNP
delinquent;44;LO,JJ,NN
schizophrenia;44;LO,NN,NNP
bangles;44;LO,NNS,NNPS,NNP
sculptor;44;LO,NN
Netherlands;44;TO,NNP
Inca;44;TO,NNP
Ado;44;TF,NNP,NN
Odessa;44;TO,NNP
neurological;44;LF,JJ
slums;44;LO,NNS
comets;44;LF,NNS,NNPS
strife;44;LO,NN
coordinator;44;LF,NN
chokes;44;LO,NNS,VBZ
Santana;44;TO,NNP
guerrilla;44;LO,NN
charismatic;44;LF,JJ
garret;44;LO,NNP
startling;44;LO,JJ
historically;43;LO,RB
funnel;43;LO,NN
curator;43;LF,NN,NNP
improvements;43;LO,NNS
campfire;43;LO,NN,NNP
Castillo;43;TO,NNP
Himalayas;43;TO,NNP
storeroom;43;LO,NN
jez;43;LO,NNP
tulip;43;LF,NNP,NN
looting;43;LO,NN,VBG
pinball;43;LF,NN,NNP
decaf;43;LO,JJ,NN
marshmallow;43;LO,NN,NNP
guitars;43;LO,NNS
sharpen;43;LO,VB
darla;43;LO,NNP
refreshments;43;LO,NNS
tensions;43;LO,NNS
McKinley;43;OC,NNP
Hathaway;43;TO,NNP
leaping;43;LO,VBG,NN
reconciliation;43;LF,NN,NNP
vou;43;LO,NNP
Greenwich;43;TO,NNP
Waterloo;43;TO,NNP
Isaiah;43;TO,NNP
idols;43;LF,NNS
induce;43;LO,VB
cosmetic;43;LO,JJ
grooming;43;LO,VBG,NN
dalek;43;LO,NNP
rejecting;43;LO,VBG
cortez;43;LO,NNP
schooling;43;LO,NN
wasteland;43;LO,NN,NNP
blueprint;43;LF,NN,NNP
biz;43;LO,NNP
Smokey;43;TF,NNP
nostalgic;43;LO,JJ
lon;43;LO,NNP
leprechaun;43;LO,NNP,NN
Zulu;43;TO,NNP
dinging;43;LO,VB
hoof;43;LO,NN,JJ,NNP
timetable;43;LO,NN
transmissions;43;LO,NNS
Barkley;43;TO,NNP
analogy;43;LO,NN
stomping;43;LO,VBG,NN,NNP
judgmental;43;LO,JJ
bagels;43;LO,NNS,NNP
Levine;43;TO,NNP
meowing;43;LO,NN,VBG
wallets;43;LO,NNS
nightgown;43;LO,NN
demolished;43;LO,VBN
bobbie;43;LO,NNP
Lafayette;43;TO,NNP
electron;43;LO,NN
cones;43;LO,NNS
motherfuckin;43;LO,JJ
calculation;43;LO,NN
dreamy;43;LO,JJ,NN
vigilant;43;LO,JJ,NNP
asgard;43;LO,NNP
suppliers;43;LO,NNS
Vogel;43;TO,NNP
companionship;43;LO,NN
dangling;43;LO,VBG
pic;43;LO,NNP,NN
rushes;43;LO,VBZ,NNS
paired;43;LO,VBN,VBD
withholding;43;LO,NN,VBG
clones;43;LF,NNS
Burnett;43;TO,NNP
Bolivia;43;TO,NNP
commitments;43;LO,NNS
airs;43;LO,NNS,VBZ
tubbs;43;LO,NNP
demented;43;LO,JJ,NNP
apprehend;43;LO,VB
learner;43;LF,NN,JJ
minions;43;LO,NNS,NNPS
Toro;43;TO,NNP
scenarios;43;LO,NNS
FDA;43;AC,NNP
overreacted;43;LO,VBD,VBN
contradiction;43;LO,NN
Gregg;43;TO,NNP
VAT;43;AC,NN,NNP
nia;43;LO,NNP
bellies;43;LO,NNS
Mardi;43;TO,NNP
horizons;43;LF,NNP,NNS
Rev;43;TF,NNP
puny;43;LO,NNP,JJ
nominee;43;LO,NN
insolence;43;LO,NN
wartime;43;LO,JJ,NN,NNP
FM;43;AC,NNP
grapefruit;43;LO,NN,NNP
deodorant;43;LO,NN
concede;43;LO,VB
homosexuals;43;LO,NNS
hierarchy;43;LO,NN
remnants;43;LO,NNS
detectors;43;LO,NNS
sever;43;LO,VB
Hendricks;43;TF,NNP,NNPS,NNS
nachos;43;LO,NN
munitions;43;LF,NNS
trailing;43;LO,VBG
Rochelle;43;TO,NNP
folds;43;LF,NNS
attitudes;43;LO,NNS
Twain;43;TO,NNP
develops;43;LO,VBZ
stomachs;43;LO,NNS
emerges;43;LO,VBZ
chilli;43;LO,NNP
hotline;43;LF,NN,NNP
dries;43;LO,VBZ,NNPS
acceleration;43;LO,NN
gruber;43;LO,NNP
Surya;43;TO,NNP
homicides;43;LO,NNS
scrubbed;43;LO,VBN,VBD
murph;43;LO,NNP
seduction;43;LO,NN
trait;43;LO,NN
Ezekiel;43;TO,NNP
translating;43;LO,VBG
chemotherapy;43;LO,NN
hazardous;43;LO,JJ
hackers;43;LO,NNS
asteroids;43;LO,NNS
defines;43;LO,VBZ
meatloaf;43;LO,NN,NNP
nephews;43;LO,NNS,NN
boobies;43;LO,NNS
collide;43;LF,NNP,VB,NN
Mohan;43;TO,NNP
iPhone;43;OC,NNP
Flores;43;TO,NNP
salaries;43;LO,NNS
porky;43;LO,NNP
coulda;43;LO,NNP,NNS
sheltered;43;LO,VBN,JJ
revoked;43;LO,VBN,VBD
cinematography;43;LF,NN,NNP
variation;43;LO,NN
Maia;43;TO,NNP
railways;43;LF,NNPS,NNS
burglars;43;LO,NNS
Asa;43;TO,NNP
milkshake;43;LO,NN,NNP,JJ
newbie;43;LO,NN,NNP
undertake;43;LO,VB
Fergus;43;TO,NNP
stellar;43;LF,JJ
dud;43;LO,NN,NNP,JJ
abode;43;LO,NN
Isles;43;TO,NNPS
Elmer;43;TO,NNP
tiniest;43;LO,JJS
latitude;43;LO,NN
crucify;43;LO,VB
Salazar;43;TO,NNP
clarice;43;LO,NNP
sledge;43;LO,NNP,NN
shrewd;43;LO,JJ
blurred;43;LO,VBN,JJ
spatter;43;LO,NN
menus;43;LO,NNS
nostrils;43;LO,NNS
filet;43;LO,NNP,NN
locally;43;LO,RB
consistently;43;LO,RB
u-turn;43;LO,NN,VB
synchronized;43;LO,VBN,JJ
tres;43;LF,NNPS,NNP,NNS
bumblebee;43;LO,NN,NNP
McCall;43;OC,NNP
thrashed;43;LO,VBD,VBN
annabel;43;LO,NNP
tutoring;43;LO,NN
ingenuity;43;LO,NN
scriptures;43;LF,NNS
visualize;43;LO,VB
juggling;43;LO,VBG,NN
beige;43;LO,JJ
Oslo;43;TO,NNP
hypnotized;43;LO,VBN
Enigma;43;TF,NNP,NN
lanterns;43;LF,NNS,NNPS
marseilles;43;LO,NNP
memento;43;LO,NN,NNP
Bedford;43;TO,NNP
uphill;43;LO,JJ
prosecuting;43;LF,VBG,NNP
volumes;43;LO,NNS
contraband;43;LO,NN,NNP,JJ
debating;43;LF,VBG,NN,NNP
bagged;43;LO,VBD,VBN
albanian;43;LF,JJ,NNP
Staten;43;TO,NNP
Cahill;43;TO,NNP
ravine;43;LF,NN,NNP
protesters;43;LO,NNS
writ;43;LO,NN
stalked;43;LO,VBN,VBD
heroism;43;LO,NN
prolonged;43;LO,JJ,VBN
benevolent;43;LF,JJ,NNP
squashed;43;LO,VBN,JJ
baloney;43;LO,NN
e-mailed;43;LO,VB
sweethearts;43;LO,NNS,NNP
sweatshirt;43;LO,NN,NNP
nutcase;43;LO,NN
lecturing;42;LO,VBG,NN
developer;42;LO,NN
deity;42;LO,NN
Quebec;42;TO,NNP
unni;42;LO,NNP
jailed;42;LO,VBN
attain;42;LO,VB
distributor;42;LO,NN
hype;42;LF,NN,NNP
shackles;42;LO,NNS
one-eyed;42;LO,JJ
portions;42;LO,NNS
housework;42;LO,NN
ferret;42;LO,NNP,NN
mami;42;LO,NNP
snort;42;LO,VB,NN,NNP
Kiev;42;TO,NNP
ghostly;42;LO,JJ,RB,NNP
chandelier;42;LO,NN
dubious;42;LO,JJ
mammal;42;LF,JJ,NNP
suspecting;42;LO,VBG
bubbly;42;LO,NN,RB,JJ
jacky;42;LO,NNP
follower;42;LO,NN
starling;42;LF,NNP,NN,VBG
sup;42;LO,NNP,NN
Albuquerque;42;TO,NNP
smugglers;42;LF,NNS
consuming;42;LO,VBG
burp;42;LO,NNP,NN
jams;42;LF,NNS,NNP
neighboring;42;LO,NN,VBG
Mathias;42;TO,NNP
explicit;42;LO,JJ
titty;42;LO,NNP
dual;42;LO,JJ
Anwar;42;TO,NNP
plastered;42;LO,VBN,VBD
gums;42;LO,NNS,NNP
extends;42;LO,VBZ
win-win;42;LO,JJ,NN
bitchy;42;LO,JJ
nicotine;42;LO,NN
Edmond;42;TO,NNP
alumni;42;LF,NNS,NNPS,NNP
boop;42;LO,NNP
tremendously;42;LO,RB
madhouse;42;LO,NNP,NN
hearse;42;LO,NN,NNP
snickering;42;LO,VBG
wizards;42;LF,NNPS,NNS
oaks;42;LF,NNP,NNS,NNPS
humankind;42;LO,NN
Belfast;42;TO,NNP
partisans;42;LF,NNS,NNPS
recollection;42;LO,NN
holdup;42;LO,NN,NNP
mantis;42;LF,NN,NNP
martyrs;42;LF,NNS,NNPS
micki;42;LO,NNP
birthmark;42;LO,NN
baldy;42;LO,NNP
supporter;42;LO,NN
fundamentally;42;LO,RB
exclude;42;LO,VB
traveller;42;LF,NN,NNP
VP;42;AC,NNP,NN
unravel;42;LO,VB
ratted;42;LO,JJ,VB
Tucson;42;TO,NNP
stabilized;42;LO,VBN,VBD
banter;42;LO,NN
drilled;42;LO,VBN,VBD
malloy;42;LO,NNP
red-handed;42;LO,JJ
architects;42;LF,NNS,NNPS
taxis;42;LF,NNS,NNP,NN
consecutive;42;LO,JJ
untouchable;42;LO,JJ
trough;42;LF,NN,NNP
nisha;42;LO,NNP
wither;42;LO,VB,NNP,VBP
Pew;42;TF,NNP,NN
pesetas;42;LO,NNS
accelerating;42;LO,VBG
brides;42;LF,NNS,NNP
inventing;42;LO,VBG
embark;42;LO,VB,NN
stalled;42;LO,VBN,VBD
chameleon;42;LO,NN,NNP
spawn;42;LF,VB,NN
selves;42;LO,NNS
Nicholson;42;TO,NNP
taggart;42;LO,NNP
quad;42;LF,NNP,NNS
sellers;42;LF,NNS,NNPS
Stevenson;42;TO,NNP
walkie-talkie;42;LO,NN
fatter;42;LO,JJR,JJ
tendencies;42;LO,NNS
rodent;42;LO,NN
soaring;42;LF,VBG
Bolton;42;TO,NNP
commits;42;LO,VBZ
measles;42;LO,NNS
Schwartz;42;TO,NNP
slid;42;LO,VBD
yanks;42;LO,NNP,NNPS
Tyrone;42;TO,NNP
kaylie;42;LO,NNP
charities;42;LF,NNS
vamos;42;LO,NNP
benign;42;LO,JJ
charmer;42;LO,NN,NNP
aligned;42;LO,VBN
topped;42;LO,VBD,VBN
Gnome;42;TF,NNP
wholesale;42;LO,JJ
plunged;42;LO,VBD,VBN
paddles;42;LO,NNS
laddie;42;LO,NNP
Blitz;42;TF,NNP
Dole;42;TF,NNP
barging;42;LO,VBG,NNP
mildly;42;LO,RB
reflecting;42;LO,VBG
tended;42;LO,VBD,VBN
staked;42;LO,VBD,VBN
boldly;42;LO,RB
vocation;42;LO,NN
na-na;42;LO,NN
Leung;42;TO,NNP
memoirs;42;LO,NNS
infidelity;42;LO,NN
nugget;42;LO,NNP,NN
cecile;42;LO,NNP
operators;42;LO,NNS
aki;42;LO,NNP
swells;42;LO,NNS,VBZ
securities;42;LF,NNS,NNPS
rejects;42;LO,VBZ
dialysis;42;LO,NN
lineage;42;LO,NN
notions;42;LO,NNS
wharf;42;LF,NN,NNP
comedians;42;LO,NNS
polygraph;42;LO,NN
recipient;42;LO,NN
atta;42;LO,NNP
beetles;42;LO,NNS
nests;42;LO,NNS
recommendations;42;LO,NNS
adopting;42;LO,VBG
complication;42;LO,NN
hemorrhage;42;LO,NN
annalise;42;LO,NNP
reconstruct;42;LO,VB
anesthetic;42;LO,NN,JJ
consort;42;LF,NN,NNP
revived;42;LO,VBN,VBD
mats;42;LF,NNS,NNP
chaz;42;LO,NNP
owing;42;LO,VBG
unorthodox;42;LO,JJ
slop;42;LO,NN,NNP
meticulous;42;LO,JJ
seagull;42;LO,NN,NNP
damnit;42;LO,UH
forthcoming;42;LO,JJ
dion;42;LF,NNP,NN
Carnegie;42;TO,NNP
cobbler;42;LO,NN
quark;42;LO,NN,NNP
freezes;42;LO,VBZ
Simpsons;42;TO,NNPS
honours;42;LF,NNP,NNS,VBZ
manually;42;LO,RB
resigning;42;LO,VBG
polishing;42;LO,VBG,NN
vibes;42;LO,NNS,NNP
Attila;42;TO,NNP
cranberry;42;LO,NNP,JJ,NN
gigolo;42;LO,NNP,NN
persist;42;LO,VB,VBP
puffy;42;LO,NNP,JJ
swiped;42;LO,VBD,VBN
fir;42;LF,NNP,NN
Hawke;42;TO,NNP
startle;42;LO,VB,JJ
wingman;42;LO,NN
submarines;42;LO,NNS
daffy;42;LO,NNP
erect;42;LO,JJ,VB
mutually;42;LO,RB
roadside;42;LO,NN
